序号,单词,词性、词义,词义,,,
1460,boxing,n.拳击(运动),,,,
1461,boy,n.男孩子;儿子;男性服务员,,,,
1462,boyhood,n.少年时代(期),,,,
1463,brain,n.脑;脑髓;脑浆;[pl.]头脑;智力;智慧,,,,
1464,brake,n.制动器;车闸;刹车,vi.刹车;放慢速度,,,
1465,branch,n.树枝;分枝;(机构的)分部;(学科的)分科,,,,
1466,bread,n.面包;生计;谋生之道,,,,
1467,breakfast,n.早餐,v.(给某人)吃早餐,,,
1468,breast,n.胸脯;乳房;胸部,vt.挺胸迎…而上,,,
1469,breath,n.气息;呼吸的空气;呼吸;微风,,,,
1470,breathe,n.呼吸;低声说出;发出(气味等),,,,
1471,brick,n.砖块;砖v.用砖围砌;用砖填补,,,,
1472,bridge,n.桥;桥牌;鼻梁,vt.架桥;渡过,,,
1473,Britain,n.英国;不列颠,,,,
1474,broadcast,n.广播;广播节目,v.(用无线电或电视)广播,,,
1475,broadcaster,n.播音员,,,,
1476,broom,n.扫帚,vt.扫除;用扫帚扫,,,
1477,brother,n.兄弟;同胞;教友;同事,,,,
1478,brotherhood,n.手足情谊;兄弟关系;同业;同僚,,,,
1479,brush,n.刷子;轻碰;小冲突vt.刷vi.(against)触到,,,,
1480,bucket,n.水桶;一桶之量;吊桶,,,,
1481,builder,n.建筑工人;建立者,,,,
1482,building,n.建筑(物);房屋;大楼,[同]structure,,,
1483,burial,n.安葬;埋葬;埋藏,,,,
1484,bus,n.公共汽车;总线;信息通路,,,,
1485,bush,n.灌木;灌木丛;矮树,,,,
1486,business,n.生意(不可数);商店;工商企业(可数),,,,
1487,butcher,n.屠夫;刽子手,vt.屠宰;残杀;滥杀,,,
1488,butter,n.黄油;奶油,v.涂黄油于…上,,,
1489,button,n.扣子;电钮;按钮,vt./vi.扣上(扣子),,,
1490,cabbage,n.洋白菜;卷心菜;甘蓝,,,,
1491,cafe,n.餐馆;咖啡馆;酒吧,,,,
1492,cage,n.笼子;鸟笼,v.关入笼中,,,
1493,cake,n.饼;糕;蛋糕;扁平的块状物,,,,
1494,calorie,n.卡路里(食物所产生的热量或能量单位),,,,
1495,camel,n.骆驼,,,,
1496,camera,n.照相机;摄影机;摄像机,,,,
1497,camp,n.野营;营地,n.野营;营地;帐篷,v.宿营,,
1498,Canada,n.加拿大[北美洲],,,,
1499,canal,n.运河;河渠;动植物体内的管道,,,,
1500,cancer,n.癌(通常为不可数名词),,,,
1501,candle,n.蜡烛;烛形物;烛光,,,,
1502,candy,n.糖果;砂糖结晶,,,,
1503,cap,n.便帽;军帽;盖;罩;套,v.覆盖于…顶端,,,
1504,capital,n.首都;大写;资本,a.大写的;可判死刑的,,,
1505,captain,n.首领;队长;船长;陆军上尉;海军上校,,,,
1506,car,n.汽车;车辆;车;(火车)车厢,,,,
1507,card,n.卡;卡片;名片;纸片;纸牌;纸牌游戏,,,,
1508,cardigan,n.卡迪根式开襟毛线衣,,,,
1509,care,n.小心;关怀;照料 ,v.(about)关心;介意,,,
1510,careless,n.粗心的;疏忽的;无忧无虑的;无烦恼的,,,,
1511,carelessness,n.粗心;漫不经心,,,,
1513,carpet,n.地毯;像地毯般的一层东西,,,,
1514,carriage,n.马车;(铁路)客车车厢;运输;运费,,,,
1515,carrot,n.红萝卜,,,,
1516,cart,n.二轮马车;手推车,vt.用车运送;载运,,,
1517,cartoon,n.卡通片;动画片;(报刊上的)漫画;连环画,,,,
1518,case,n.事实;情况;病例;案件;案例;盒(箱)子,,,,
1519,castle,n.城堡;(国际象棋中的)车,,,,
1520,cat,n.电子计算机横断层扫描,,,,
1521,cattle,n.(pl.)牲口(总称;尤指牛),,,,
1522,cause,n.原因;理由;缘故;事业,vt.使产生;引起,,,
1523,cave,n.山洞;洞穴vi.(in)塌落;倒坍,,,,
1524,ceiling,n.天花板;(规定价格、工资等的)最高限额,,,,
1525,celebration,n.庆祝会;典礼;宗教仪式,,,,
1526,cent,n.分;分币;(作单位的)百,,,,
1527,centigrade,n./a.摄氏温度计(的);百分度(的),,,,
1528,centre,n.中心;中央;中间,vt.集中,vi.以…为中心,,
1529,century,n.世纪;百年;一百个,,,,
1530,chain,n.链;链条;一连串,vt.(用链条)拴住;束缚,,,
1531,chair,n.椅子;(会议的)主席,vt.当…的主席;主持,,,
1532,chairman,n.主席;(会员会;部门等的)领导人,,,,
1533,change,n.变化;零钱,vt.改变;更换,vi.变化;更换,,
1534,channel,n.频道;航道;渠道,vt.通过…获得;传送,,,
1535,chapter,n.章;回;篇,,,,
1536,character,n.个性;品质;特性;人物;字母;书写符号,,,,
1537,charge,n.费用;管理vt.要价;指控vi.收费;冲锋,,,,
1538,chart,n.图表;航海图;航行图,vt.绘图表;制图表,,,
1539,chat,n./vi.聊天;闲谈,,,,
1540,cheek,n.面颊;脸蛋;无耻的行为,vt.粗鲁地向…讲,,,
1541,cheese,n.奶酪;干酪,,,,
1542,chemist,n.化学家;化学师;(英)药剂师,,,,
1543,chemistry,n.化学,,,,
1544,cheque,n.支票;空白支票,,,,
1545,chest,n.胸部;胸腔;一种大的坚固的木箱;柜子,,,,
1546,chicken,n.鸡肉;鸡;小鸡;小鸟,,,,
1547,child,n.([pl.]children)小孩;儿童;儿女,,,,
1548,childhood,n.童年;幼年;早期,,,,
1549,chime,n.(乐器、钟等奏出的)谐和的乐声,,,,
1550,chimney,n.烟囱;烟筒;玻璃罩,,,,
1551,China,n.瓷器(制品);陶器,,,,
1552,chip,n.片屑;薄片;集成电路,v.削;铲;形成缺口,,,
1553,chocolate,n.巧克力;巧克力糖;深褐色,,,,
1554,choice,n.选择(权);供选择的东西a.上等的;精选的,,,,
1555,chopstick,n.筷子(常用复数),,,,
1556,chore,n.杂务;日常工作;令人讨厌的工作,,,,
1557,Christmas,n.圣诞节,,,,
1558,church,n.教堂;神职;[C-]基督教教会或教派,,,,
1559,cigar,n.雪茄烟;叶卷烟,,,,
1560,cigarette,n.香烟;纸烟;卷烟,,,,
1561,cinema,n.电影院;电影(业);电影艺术,,,,
1562,circle,n.圆(周);集团;圈子,v.环绕;盘旋;划圈,,,
1563,citizen,n.公民;市民;城镇居民,,,,
1564,citizenship,n.市民权;公民权;国民的义务(身份),,,,
1565,city,n.城市;都市;市,,,,
1566,class,n.班级;年级;种类;等级;阶级;(一节)课,,,,
1567,classroom,n.教室;课堂,,,,
1568,Clause,n.(正式文件或法律文件的)条款;从句;分句,,,,
1569,cleaning,n.扫除,,,,
1570,clerk,n.职员;店员;办事员;(法庭中的)书记,,,,
1571,clinic,n.诊所;临床讲课;特殊病例的分析讨论课,,,,
1572,clock,n.钟,vt.记录(时间、速度等);为…计时,,,
1573,cloth,n.布;衣料(不可数);抹布;桌布(可数),,,,
1574,clothes,n.衣服(虽为复数;亦不可数),,,,
1575,clothing,n.衣服(集合名词;不可数),,,,
1576,cloud,n.云;阴影;阴云,v.被云层遮蔽;使混淆,,,
1577,club,n.俱乐部;夜总会;社团;棍棒;球棒,,,,
1578,coal,n.煤;煤块,,,,
1579,coat,n.上衣;外套;表皮;层;覆盖物,v.涂(盖)上,,,
1580,coda,n.终结句;乐章结尾部;完结部,,,,
1581,coffee,n.咖啡;咖啡茶;咖啡色,,,,
1582,coin,n.硬币;货币,v.铸造(硬币);创造(新词),,,
1583,collar,n.衣领;(动物的)项圈,vt.(非正式)抓住,,,
1584,collection,n.收取;取走;收集;收藏品;收集的东西,,,,
1585,college,n.(综合大学中的)学院;(独立的)学院,,,,
1586,color,n.颜色;彩色;颜料;肤色,v.给…着色;染,,,
1587,comedy,n.喜剧;一出喜剧;喜剧性事件,,,,
1588,comer,n.有(成功)希望的人,,,,
1589,comfort,n.舒适;安逸;安慰;慰问,v.安慰;使舒适,,,
1590,command,n./v.命令;指挥;控制,n.掌握;运用能力,,,
1591,communism,n.共产主义;共产党政体,,,,
1592,companion,n.同伴;同事;[天]伴星(=～star),,,,
1593,company,n.公司;商号;同伴;朋友;客人们;来访人,,,,
1594,competition,n.竞争;比赛;角逐;较量;[总称]竞争者,,,,
1595,competitor,n.竞争对手;敌手;比赛者,,,,
1596,composition,n.构成;成分;作文;作曲;(音乐等)作品,,,,
1597,compromise,n.妥协;折中vi.妥协vt.危及;放弃(原则等),,,,
1598,computer,n.计算机;电脑;计算者,,,,
1599,comrade,n.伙伴;朋友,[同]companion,,,
1600,comradeship,n.同志关系;友谊,,,,
1601,concert,n.音乐会;演奏会;一齐;一致,,,,
1602,conclusion,n.结论;推论;结尾;缔结;议定,,,,
1603,condition,n.条件;状况;环境,vt.决定;支配;训练,,,
1604,conduct,n.表现;品行,vt.引导;指挥;处理;传导,,,
1605,conductor,n.导体;列车员;(汽车)售票员;领队;指挥,,,,
1606,conference,n.(正式)会议;讨论;商谈,,,,
1607,congratulation,n.祝贺;恭喜 (=congratulations),,,,
1608,conjecture,n./v.猜测(想);设想,,,,
1609,connection,n.联系;关系;连接;连接处;有关系的人,,,,
1610,construction,n.建造;构造;建筑物;结构;释义;解释,,,,
1611,container,n.容器;集装箱,,,,
1612,content,n.目录;含量;(pl.)内容,a.满足的;满意的,,,
1613,continent,n.大陆;洲;(不包括英国的)欧洲大陆,,,,
1614,contribution,n.贡献;促成作用;捐款;捐献物;投稿,,,,
1615,control,n.对照物在对照实验中被用作对照标准的物体,,,,
1616,conversation,n.(友好、随便的)谈话;会话,,,,
1617,cook,n.厨师,v.烹调;烧煮;纂改(账目);捏造,,,
1618,cooker,n.炊事用具(尤指炉、锅等),,,,
1619,cookie,n.a sweet cookie 曲奇饼,,,,
1620,copy,n.抄本;摹本,vt.抄写;复制,,,
1621,copybook,n.习字簿;习字帖,,,,
1622,coral,n.珊瑚a.珊瑚色的;珊瑚红的,,,,
1623,corn,n.谷物;(美)玉米;(英)小麦,,,,
1624,correction,n.改正;纠正;责备;惩罚,,,,
1625,cottage,n.农舍;小屋;小型别墅,,,,
1626,cotton,n.棉花;棉线;棉纱;棉制品,,,,
1627,counter,n.柜台;计数器,v.反对(抗),ad./a.相反(的),,
1628,country,n.国家;全国人民;[the～]农村;乡村,,,,
1629,countryside,n.农村;乡下;乡村地区;乡间;乡村的居民,,,,
1630,couple,n.对;双;夫妻,vt.连接;结合;(动物)交配,,,
1631,courage,n.勇气;胆量;胆识,,,,
1632,course,n.课程;过程;进程;路程;路线;一道菜,,,,
1633,court,n.法院;法庭;庭院v.献殷勤;追求;招致危险,,,,
1634,courtyard,n.院子;庭院;天井,,,,
1635,cousin,n.堂(表)兄弟;堂(表)姐妹;同种同族,,,,
1636,cow,n.母牛;奶牛;母兽,,,,
1637,co-worker,n.共同工作者;同事,,,,
1638,cream,n.奶油;奶油色;面霜,vt.提取奶油;涂面霜,,,
1639,crew,n.(船、飞机等的)全体人员;全体划船队员,,,,
1640,crop,n.庄稼;收成;一批,vt.收割,vi.收成;耕种,,
1641,cross,n.十字(架);苦难,a.交叉的;发怒的,v.穿过,,
1642,crossing,n.横渡(大海);交叉点;十字路口;人行道,,,,
1643,crowd,n.群;大众;老百姓,vi.聚集,vt.挤满;塞满,,
1644,cry,n./v.叫;喊;哭;(鸟兽)叫;啼;鸣;嗥,,,,
1645,cup,n.杯子;奖杯;优胜杯;(一)杯;一杯的容量,,,,
1646,cupboard,n.碗柜;橱柜(放食物或衣物等),,,,
1647,curtain,n.窗帘;幕布(常和the连用),,,,
1648,cushion,n.垫子,v.减轻…的压力;保护…使免受苦难,,,
1649,custom,n.习惯;风俗;惯例;(复)海关(常常大写),,,,
1650,customer,n.顾客;买主;主顾,,,,
1651,cut,n./v.切;割;削;削减;删节,n.切口;伤口,,,
1652,cycle,n.周期;循环;自行(摩托)车,vi.骑车;循环,,,
1653,dad,n.(口语)爸爸;爹爹,,n.骑自行车(或摩托车)的人,,
1654,dam,n.水坝;障碍,v.筑坝;抑制;阻拦,,,
1655,damage,n.损害;毁坏;(pl.)赔偿金,vt.损害;毁坏,,,
1656,dance,n.舞(蹈);舞曲;舞会v.跳舞;跳动,,,,
1657,danger,n.危险;威胁;危险事物,,,,
1658,darkness,n.黑暗;阴暗;秘密,,,,
1659,date,n.日期;约会,vt.给…注明日期,vi.(from)起,,
1660,day,n.天;一昼夜;白昼;白天;时期;时代,,,,
1661,daylight,n.白天;日光;黎明,,,,
1662,daytime,n.白天;白昼,,,,
1663,death,n.死;死亡;灭亡;毁灭;死因,,,,
1664,debt,n.债(务);借款;欠款,,,,
1665,decision,n.决定;决心;坚定;果断,,,,
1666,deed,n.行为;行动;功绩;事迹;契约;证书,,,,
1667,deer,n.[单复同形]鹿,,,,
1668,defence,n.防御;保卫;[pl.]防务工事;辩护;答辩,,,,
1669,degree,n.(角或温度的)度数;等级;程度;学位,,,,
1670,delay,n.耽搁;延迟vi.耽搁;拖延vt.耽搁;推迟,,,,
1671,delight,n.高兴;使人高兴的东西(或人)v.高兴;欣喜,,,,
1672,delivery,n.投递;邮件;发送的货物;分娩;讲话方式,,,,
1673,department,n.(行政)部;局;处;系;(工厂的)车间,,,,
1674,depth,n.深渊;纵深;深切(刻)[pl.]深处(渊),,,,
1675,description,n.描写;描述;说明书;作图,,,,
1676,desert,n./a.沙漠;无人居住的,v.丢弃;离开;背弃,,,
1677,design,n.设计;图案;企图,vt.计划;谋划;设计,,,
1678,designer,n.设计者;制图者;策划者,,,,
1679,desire,n.愿望;欲望,v.向往;要求;请求;情欲,,,
1680,desk,n.书桌;办公桌;服务台,,,,
1681,determination,n.决心;决定;确定;测定;意志坚强,,,,
1682,development,n.发展;形成;开发;研制;生长;事态发展,,,,
1683,devotion,n.loyalty 献身;忠诚;专心,,,,
1684,dial,n.(钟表等的)针盘;刻度盘,v.拨(电话号码),,,
1685,dialogue,n.对话;谈话;对白,,,,
1686,diamond,n.钻石;金刚石;菱形;(纸牌)红方块,,,,
1687,diary,n.日记;(工作)日程登记本,,,,
1688,dictation,n.口授笔录;听写;命令,,,,
1689,dictionary,n.辞典;字典,,,,
1690,diet,n.日常饮食;日常食物;特种饮食;规定饮食,,,,
1691,difference,n.差别;差异;差;差额;(意见的)分歧,,,,
1692,difficulty,n.困难;费劲;难事;难题;麻烦;困境,,,,
1693,dining-room,n.餐室;食堂,,,,
1694,dinner,n.(一天中的)主餐;正餐;(正式的)晚宴,,,,
1695,direction,n.方向;指导;指挥;管理;(pl.)用法说明,,,,
1696,director,n.导演;指挥者;(工厂)厂长;(车间)主任,,,,
1697,directory,n.人名地址录;工商行名录;(电话)号码簿,,,,
1698,dirt,n.污秽物(如灰尘;粪便;泥土等),,,,
1699,disability,n.机能丧失的状态;身体残障;无资格,,,,
1700,disadvantage,n.不利;不利条件;损害;损失,,,,
1701,disagreement,n.意见不一;不符;不一致,,,,
1702,disappointment,n.失望;令人失望的人或事;挫折,,,,
1703,disaster,n.灾难;大祸;彻底的失败,,,,
1704,discovery,n.被发现的事物;发现;发觉,,,,
1705,discrimination,n.辩别力;识别力;区别对待;歧视,,,,
1706,discussion,n.讨论;谈论;论述,,,,
1707,disease,n.病;疾病;病害,,,,
1708,dish,n.碟;盘;菜肴;一道菜,,,,
1709,disk,n.圆盘;唱片;磁盘;光盘,,,,
1710,distance,n.距离;间距;遥远;远方;冷淡;疏远,,,,
1711,district,n.区;行政区;地区;区域,,,,
1712,dive,n.跳水;潜水;俯冲;低级夜总会,vi.跳水,,,
1713,division,n.分;分开;分配;分担;部门;除法;分歧,,,,
1714,doctor,n.医生;博士vt.篡改;对…做手脚,,,,
1715,dog,n.狗;雄兽,vt.尾随;跟踪,,,
1716,dollar,n.美元;元(加拿大、澳大利亚等国货币单位),,,,
1717,door,n.门;门口;出入口;门状物;家;通道,,,,
1718,dot,n.小点;小圆点,vt.加上小点;散布于;点缀,,,
1719,doubt,n.怀疑;不一定;未肯定,v.怀疑;不相信,,,
1720,dozen,n.一打;十二个;十来个;十几个,,,,
1721,drag,n.拖;拉,v.拖;缓慢地移动;故意拖延,,,
1722,drawer,n.拖曳者,,,,
1723,drawing,n.图画;图样;素描;提款;提存,,,,
1724,dream,n.梦(想);理想vi.做梦;想vt.梦想;想到,,,,
1725,dress,n.服装;女装;童装,v.给…穿衣;打扮,,,
1726,drill,n.钻头;钻床;操练;演习,v.钻(孔);操练,,,
1727,driver,n.司机;[机械]起子,,,,
1728,drum,n.鼓;鼓声;桶;筒v.有节奏地敲击,,,,
1729,duck,n.鸭;鸭肉v.忽地低下头(或弯腰);躲避,,,,
1730,duke,n.公爵;(欧洲公国的)君主,,,,
1731,dumpling,n.一种食品(用肉和蔬菜作馅;蒸熟来吃),,,,
1732,dust,n.尘土;粉末vt.擦净;除尘;撒(粉末等),,,,
1734,duty,n.责任;义务;职责;职务;税;关税,,,,
1735,ear,n.耳;耳朵;听力;听觉;穗,,,,
1736,earnings,n.工资收人;利润;利益;所得,,,,
1737,earth,n.地球;陆地;泥土;土壤;尘世;人间,,,,
1738,earthquake,n.地震(亦可简写成quake[kwek]),,,,
1739,east,n.东;东方,ad.在向/东方,a.东方的;东部的,,
1740,edge,n.边(缘);刃;优势v.侧着移动;徐徐移动,,,,
1741,edition,n.位置;地位;职务;姿势;立场vt.安置,,,,
1742,editor,n.校订者;(文字)编辑;编辑;主编,,,,
1743,education,n.教育;培养;教育学,,,,
1744,effect,n.结果;效果;作用,vt.产生;招致;完成,,,
1745,effort,n.努力;尝试;努力的成果;成就,,,,
1746,egg,n.蛋;卵;卵形物,,,,
1747,Egypt,n.埃及(非洲),,,,
1748,electricity,n.电;电流;电学,,,,
1749,elephant,n.(动物)象,,,,
1750,ellipisis,n.省略;省略符号,,,,
1751,email,n.电子信函vt.给…发电子信函,,,,
1752,emperor,n.皇帝,,,,
1753,empire,n.帝国;大企业,,,,
1754,encouragement,n.鼓励;赞助;引诱,,,,
1755,end,n.末端;端;梢;目标;目的,v.终止;结束,,,
1756,ending,n.结局;结尾;终结,,,,
1757,enemy,n.敌人;仇敌;反对者;敌人;敌军;敌国,,,,
1758,energy,n.活力;干劲;精力;能;能量;能源,,,,
1759,engine,n.发动机;引擎;机车;火车头,,,,
1760,engineer,n.工程师;火车司机vt.操纵;设计;建造,,,,
1761,England,n.英格兰;英国,,,,
1762,Englishman,n.(pl.Englishmen)英国人;英国男人,,,,
1763,entrance,n.进入;入口;门口;入场;入会;入学,,,,
1764,entry,n.参赛的人(物);进入;入口处;登记;条目,,,,
1765,envelope,n.信封;信皮;封皮,,,,
1766,environment,n.环境;周围状况;自然环境,,,,
1767,equality,n.the quality of being equal,,,,
1768,equipment,n.装备;设备(不可数名词),,,,
1769,eraser,n.橡皮擦;黑板擦,,,,
1770,Europe,n.欧洲,,,,
1771,eve,n.(节日或大事件发生的)前夕,,,,
1772,evening,n.傍晚;黄昏;晚上,,,,
1773,event,n.事件;大事;事情的进程;比赛项目,,,,
1774,exam,n.考试;测验 [=examination],,,,
1775,example,n.例子;例证;范例;榜样,,,,
1777,excuse,n.理由;借口,vt.原谅;为…辩解;使…免去,,,
1778,exercise,n.锻炼;训练;练习;习题,vi.锻炼,vt.锻炼,,
1779,exhibition,n.展览;陈列;展览会,,,,
1780,existence,n.存在;实在;生存;生活(方式),,,,
1781,exit,n.出口;安全门;(演员)退场;退出,vt.退出,,,
1782,expedition,n.远征;远征(探险;考察)队;迅速,,,,
1783,expense,n.价钱;花费;费;[pl.]开支;业务费用,,,,
1784,experience,n.经验;感受;体验;经历,vt.经历;,,,
1785,experiment,n.试验;实验,vi.(on;in;with)做实验,,,
1786,expert,n.专家;能手,a.熟练的;有经验的;专门的,,,
1787,explanation,n.解释;说明;辩解,,,,
1788,exploit,n.英雄行为;辉煌功绩,vt.开拓;开采;剥削,,,
1789,explorer,n.勘探者;探险家,,,,
1790,explosion,n.爆炸;(感情等的)爆发;大规模的扩大,,,,
1791,expression,n.措辞;词语;表达法;表情;表示;表现,,,,
1792,eye,n.眼(睛);视力;眼力;监督vt.看;审视,,,,
1793,eyesight,n.视力;目力,,,,
1794,face,n.脸;表情,v.面向;正视;承认;呈现…前,,,
1795,fact,n.事实;实际;真相,,,,
1796,factory,n.工厂;制造厂,,,,
1797,failure,n.失败;不及格;失败者;故障;失灵;未能,,,,
1798,fairness,n.公平;公正,,,,
1799,faith,n.信任;信赖;信心;信仰;信条,,,,
1800,family,n.家;家庭;家族;氏族;(尤指动植物的)系,,,,
1801,fan,n.扇子;电扇,n.对某事物之狂热爱好者;迷,,,
1802,farm,n./v.农场;农庄;牧场;耕作;经营农场,,,,
1803,farmer,n.农夫;农场主;牧场主,,,,
1804,farming,n.农业;农作;耕作,,,,
1805,farmland,n.农田;乡间的土地,,,,
1806,father,n.父亲;创始人;发明者;(Father)神父,,,,
1807,fault,n.缺点;错误;过错;故障vt.挑剔;指责,,,,
1808,favor,n.好感;赞同;好事vt.赞同;喜爱;有利于,,,,
1809,fax,n.传真;传真机;传真件,vt.传真传输,,,
1810,fear,n.害怕;恐惧;危险vt.畏惧;害怕;担心,,,,
1811,feather,n.羽毛;翎毛;羽状物,,,,
1812,feeling,n.感情;感觉;想法;看法;感受心情,,,,
1813,fellow,n.人;家伙;伙伴;同事,a.同样的;同事的,,,
1814,fence,n.栅栏;击剑,vt.用栅栏…围起来,vi.击剑,,
1815,festival,n.节日;(定期在某地举行的)音乐、戏剧节等,,,,
1816,fever,n.发烧;热病;狂热,vt.使发烧;使发狂,,,
1817,fibre,n.(棉;木;肌肉等等)纤维;纤维质,,,,
1818,field,n.田野;运动场;(电或磁)场;领域;范围,,,,
1819,fight,n.战斗;斗争;战斗力,v.打仗;斗争;争论,,,
1820,fighter,n.战斗机;歼击机;战士;斗士,,,,
1821,figure,n.数字;算术;轮廓vi.出现;有道理vt.计算,,,,
1822,film,n.电影;胶片;薄膜;薄层,vt.把…拍成电影,,,
1823,findings,n.调查(或研究)的结果,,,,
1824,finger,n.手指,vt.用指触摸;抚摸,,,
1825,fingerprint,n.指纹,vt.取…的指纹,,,
1826,fire,n.火;火灾;失火;炉火,vi.开火,vt.放(枪),,
1827,fish,n.(复数为fish(es))鱼;鱼肉,v.捕鱼;钓鱼,,,
1828,fisherman,n.([复数]fishermen)渔夫;捕鱼人,,,,
1829,fist,n.拳头,vt.用拳头打;紧握,,,
1830,fixture,n.[pl.]固定装置;固定在某位置的人(或物),,,,
1831,flame,n.火焰;火苗;热情;光辉,v.发火焰;燃烧,,,
1832,flashlight,n.闪光灯,,,,
1833,flesh,n.肉;肌肉;肉体;情欲;人类,,,,
1834,flight,n.空中旅行;航班;飞行;楼梯的一段;逃跑,,,,
1835,float,n.漂流物,v.浮动;摇摆;发行;实行;容纳,,,
1836,flood,n.洪水;水灾;大量;一大阵,v.淹没;溢出,,,
1837,floor,n.地面;楼层;[the～]发言权;底部;底线,,,,
1838,Florida,n.佛罗里达(美国东南端的一州),,,,
1839,flour,n.面粉;粉;粉状物质,,,,
1840,flower,n.花;精华;精粹;精英;盛时,vi.开花,,,
1841,fly,n.苍蝇,vi.飞行;飘杨,vt.驾驶(飞机);空运,,
1842,fog,n.雾气;雾,v.以雾笼罩;被雾笼罩,,,
1843,folk,n.人们;世人;(用作定语)民间的;部落的,,,,
1844,food,n.食物;粮食;养料,,,,
1845,fool,n.傻子;笨蛋vt.欺骗;愚弄vi.干蠢事,,,,
1846,foot,n.([pl.]feet)脚;足;英尺;底部,,,,
1847,football,n.足球;足球赛;美式足球,,,,
1848,force,n.力量;武力;暴力;(复)军队vt.强制;推动,,,,
1849,forehead,n.额头;前部,,,,
1850,forest,n.森林;森林地带,,,,
1851,fork,n.叉;岔路口;耙子,v.叉起;耙;成叉状,,,
1852,form,n.形式;形状;表格,vt.形成;组成,vi.形成,,
1853,fortnight,n.两星期;十四天,,,,
1854,fortune,n.命运;时运;运气;(大量)财产;大笔的钱,,,,
1855,fountain,n.(钢笔等的)贮墨器;喷泉;喷水池,,,,
1856,fox,n.狐狸;狡猾的人,vt.使困惑;欺骗;使变酸,,,
1858,France,n.法国;法兰西,,,,
1859,freedom,n.自由;独立自主,,,,
1860,freeway,n.高速公路;高速干道,,,,
1861,Frenchman,n.(pl.Frenchmen)法国人,,,,
1862,fridge,n.(refrigerator的略语)冰箱,,,,
1863,friend,n.朋友;友人;支持者;同情者,,,,
1864,friendship,n.友谊;友情;友好,,,,
1865,frog,n.蛙;蛙类动物,,,,
1866,fruit,n.水果(通常不可数;表“种类”时则可数),,,,
1867,fry,n.(美)法式炸薯条,vt.油煎;油炸,,,
1868,fuel,n.燃料;养料,vt.(给)…加燃料;刺激;推动,,,
1869,fun,n.娱乐;乐趣;嬉戏;顽皮;有趣的人或事物,,,,
1870,fur,n.(兽的)软毛;毛皮;皮子;皮衣,,,,
1871,furniture,n.家具(桌、椅、沙发、床等),,,,
1872,future,n.将来;未来;前途;前景,a.将来的;未来的,,,
1873,game,n.游戏;娱乐;比赛;(pl.)运动会,vi.赌博,,,
1874,gap,n.缝隙;缺口;漏洞;(意见、个性等的)差异,,,,
1875,garage,n.车库;(常兼汽车修理、销售业务的)加油站,,,,
1876,garden,n.花(菜)园[pl.]公园;园vi.从事园艺,,,,
1878,gas,n.气体;煤气;汽油;毒气vt.毒(死);加油,,,,
1879,gate,n.大门;入口;观众人数;门票收入,,,,
1880,gathering,n.集会;聚会;聚集,,,,
1881,generation,n.同时代的人;代(约30年);(家族中)一代,,,,
1882,gentleman,n.有身份的人;绅士;有教养的人;先生,,,,
1883,geography,n.地理学;地理;地理书,,,,
1884,Germany,n.德意志;德国,,,,
1885,gesture,n.姿势;手势;(外交等方面的)姿态;表示,,,,
1886,gift,n.礼品;赠品;天赋;才能,,,,
1887,girl,n.少女;姑娘;女孩;女职员,,,,
1888,glass,n.玻璃;玻璃杯;(pl.)眼镜;玻璃制品,,,,
1889,glasses,n.眼镜(恒用复数),,,,
1890,globe,n.地球;世界;地球仪;球体,,,,
1891,glove,n.(五指分开)手套,,,,
1892,goal,n.(足球等的)球门;得分进球;目的;目标,,,,
1893,goat,n.山羊,,,,
1894,god,n.上帝(小写god泛指所有的“神;神像”),,,,
1896,gold,n.金;黄金;金币;金黄色,a.金的;金制的,,,
1898,goods,n.(常用复数)货物;商品,,,,
1899,goose,n.(pl.geese)天鹅,,,,
1900,government,n.政府;内阁;管理;支配;政治;政体,,,,
1901,grade,n.等级;级别;年级;分数,vt.分级;记成绩,,,
1902,graduation,n.毕业(典礼);刻度,,,,
1903,grain,n.谷物;谷粒;颗粒;细粒;少量;微量,,,,
1904,grammar,n.语法(规则);语法现象,,,,
1905,granddaughter,n.孙女;外孙女,,,,
1906,grandfather,n.(外)祖父;祖先,,,,
1907,grandmother,n.祖母;奶奶;外婆,,,,
1908,grandson,n.孙子;外孙子,,,,
1909,granny,n.祖母;奶奶;外祖母;外婆,,,,
1910,grape,n.葡萄;葡萄藤,,,,
1911,grasp,n.抓牢;掌握,v.抓;抓住;理解,,,
1912,grass,n.草;牧草;禾本科植物;禾草,,,,
1913,grassland,n.牧场;草地;草原,,,,
1914,Greece,n.希腊(国名),,,,
1915,greeting,n.问候;致敬;祝贺;祝词,,,,
1916,ground,n.地;地面;土地;场地;场所;理由;根据,,,,
1917,group,n.组;群;集团;类;型,vt.集合;把…分类,,,
1918,guide,n.导游;向导;指南;手册v.给…导游;指导,,,,
1919,guidebook,n.导游书;导游小册子,,,,
1920,guitar,n.吉他,vi.弹吉他,,,
1921,gun,n.枪;炮;手枪,,,,
1922,gust,n.阵风;突然一阵(雨、烟等);(感情的)迸发,,,,
1923,gym,n.体操馆;健身房,,,,
1924,gymnast,n.体育家;体操家,,,,
1925,gymnastics,n.[用作单数]体育;体操,,,,
1926,habit,n.习惯;习性;脾性,,,,
1927,hair,n.毛发;头发;绒毛;毛状物,,,,
1928,haircut,n.理发;发型;发式,,,,
1929,half,n.半;一半,a.一半的;不完全的,ad.一半地,,
